num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S000339;08/01/2022;2:30:00;CALL. GRAN VIA, 56;56;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;439945,839;4474797,151;N;NULL
2022S000339;08/01/2022;2:30:00;CALL. GRAN VIA, 56;56;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;439945,839;4474797,151;N;NULL
2022S000339;08/01/2022;2:30:00;CALL. GRAN VIA, 56;56;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Peatón;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439945,839;4474797,151;N;NULL
2022S000340;08/01/2022;3:00:00;CALL. HUERTAS, 24;24;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;440663,453;4473911,843;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;Más de 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439975,741;4473863,064;N;NULL
2022S000432;10/01/2022;0:20:00;CALL. SAGASTA, 30;30;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440862,432;4475482,512;N;NULL
2022S000432;10/01/2022;0:20:00;CALL. SAGASTA, 30;30;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440862,432;4475482,512;N;NULL
2022S000477;10/01/2022;17:45:00;CUSTA. SAN VICENTE, 1;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439540,456;4474853,177;N;NULL
2022S000477;10/01/2022;17:45:00;CUSTA. SAN VICENTE, 1;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;439540,456;4474853,177;N;NULL
2022S000563;12/01/2022;10:00:00;CALL. MARQUES VIUDO DE PONTEJOS, 1;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440216,502;4474140,714;N;NULL
2022S000563;12/01/2022;10:00:00;CALL. MARQUES VIUDO DE PONTEJOS, 1;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440216,502;4474140,714;N;NULL
2022S000568;12/01/2022;12:15:00;CALL. SANTA TERESA, 2;2;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440940,666;4475285,342;N;NULL
2022S000568;12/01/2022;12:15:00;CALL. SANTA TERESA, 2;2;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;440940,666;4475285,342;N;NULL
2022S000596;12/01/2022;19:00:00;PASEO. CIUDAD DE PLASENCIA, 0;0;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439110,934;4474057,186;N;NULL
2022S000596;12/01/2022;19:00:00;PASEO. CIUDAD DE PLASENCIA, 0;0;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;439110,934;4474057,186;N;NULL
2022S000596;12/01/2022;19:00:00;PASEO. CIUDAD DE PLASENCIA, 0;0;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439110,934;4474057,186;N;NULL
2022S000596;12/01/2022;19:00:00;PASEO. CIUDAD DE PLASENCIA, 0;0;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439110,934;4474057,186;N;NULL
2022S000600;12/01/2022;18:36:00;CALL. SAGASTA, 16;16;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440700,948;4475529,455;N;NULL
2022S000600;12/01/2022;18:36:00;CALL. SAGASTA, 16;16;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440700,948;4475529,455;N;NULL
2022S000621;13/01/2022;8:30:00;CRA. SAN JERONIMO, 11;11;1;CENTRO;Otro;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440639,459;4474229,404;N;NULL
2022S000629;13/01/2022;13:10:00;PASEO. RECOLETOS / CALL. PRIM;19;1;CENTRO;Caída;Despejado;Furgoneta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441304,361;4474816,301;N;NULL
2022S000629;13/01/2022;13:10:00;PASEO. RECOLETOS / CALL. PRIM;19;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441304,361;4474816,301;N;NULL
2022S000690;13/01/2022;13:55:00;CALL. ALCALA / CALL. VIRGEN DE LOS PELIGROS;23;1;CENTRO;Caída;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Mujer;NULL;NULL;440689,746;4474389,844;N;NULL
2022S000712;14/01/2022;15:07:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441279,045;4473430,827;N;NULL
2022S000712;14/01/2022;15:07:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441279,045;4473430,827;N;NULL
2022S000712;14/01/2022;15:07:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;441279,045;4473430,827;N;NULL
2022S000756;15/01/2022;3:10:00;CALL. GRAN VIA / CALL. SAN BERNARDO;53;1;CENTRO;Alcance;Despejado;Autobús articulado;Conductor;De 55 a 59 años;Hombre;NULL;NULL;439906,709;4474809,557;N;NULL
2022S000756;15/01/2022;3:10:00;CALL. GRAN VIA / CALL. SAN BERNARDO;53;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439906,709;4474809,557;N;NULL
2022S000779;15/01/2022;6:35:00;AVDA. GRAN VIA DE SAN FRANCISCO, 15;15;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;NULL;NULL;439429,947;4473501,829;S;NULL
2022S000779;15/01/2022;6:35:00;AVDA. GRAN VIA DE SAN FRANCISCO, 15;15;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439429,947;4473501,829;N;NULL
2022S000779;15/01/2022;6:35:00;AVDA. GRAN VIA DE SAN FRANCISCO, 15;15;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439429,947;4473501,829;N;NULL
2022S000807;15/01/2022;18:30:00;CALLE ATOCHA;105;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440978,152;4473569,998;N;NULL
2022S000807;15/01/2022;18:30:00;CALLE ATOCHA;105;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;440978,152;4473569,998;N;NULL
2022S000813;15/01/2022;6:45:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;31;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441322,816;4474984,312;N;NULL
2022S000813;15/01/2022;6:45:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;31;1;CENTRO;Caída;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;441322,816;4474984,312;N;NULL
2022S000816;14/01/2022;0:40:00;CALL. MIGUEL SERVET, 1;1;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Mujer;NULL;NULL;440515,644;4473174,894;N;NULL
2022S000816;14/01/2022;0:40:00;CALL. MIGUEL SERVET, 1;1;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;De 30 a 34 años;Hombre;NULL;NULL;440515,644;4473174,894;N;NULL
2022S000816;14/01/2022;0:40:00;CALL. MIGUEL SERVET, 1;1;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440515,644;4473174,894;N;NULL
2022S000959;17/01/2022;11:15:00;CALL. ATOCHA / CALL. CENICERO;125;1;CENTRO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;441175,443;4473459,926;N;NULL
2022S000959;17/01/2022;11:15:00;CALL. ATOCHA / CALL. CENICERO;125;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441175,443;4473459,926;N;NULL
2022S000959;17/01/2022;11:15:00;CALL. ATOCHA / CALL. CENICERO;125;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;441175,443;4473459,926;N;NULL
2022S000994;17/01/2022;18:55:00;CALL. MAYOR, 86;86;1;CENTRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439563,19;4474087,737;N;NULL
2022S000994;17/01/2022;18:55:00;CALL. MAYOR, 86;86;1;CENTRO;Colisión lateral;Despejado;Sin especificar;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439563,19;4474087,737;N;NULL
2022S000994;17/01/2022;18:55:00;CALL. MAYOR, 86;86;1;CENTRO;Colisión lateral;Despejado;Sin especificar;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;439563,19;4474087,737;N;NULL
2022S001023;17/01/2022;13:00:00;PASEO. PRADO, 40;40;1;CENTRO;Colisión múltiple;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;441225,518;4473542,318;N;NULL
2022S001023;17/01/2022;13:00:00;PASEO. PRADO, 40;40;1;CENTRO;Colisión múltiple;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441225,518;4473542,318;N;NULL
2022S001023;17/01/2022;13:00:00;PASEO. PRADO, 40;40;1;CENTRO;Colisión múltiple;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441225,518;4473542,318;N;NULL
2022S001023;17/01/2022;13:00:00;PASEO. PRADO, 40;40;1;CENTRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441225,518;4473542,318;N;NULL
2022S001023;17/01/2022;13:00:00;PASEO. PRADO, 40;40;1;CENTRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441225,518;4473542,318;N;NULL
2022S001049;18/01/2022;15:50:00;CALL. GRAN VIA, 27;27;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440456,74;4474617,37;N;NULL
2022S001131;19/01/2022;19:15:00;CALL. GARCIA MOLINAS, 4;4;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439871,809;4474971,712;N;NULL
2022S001131;19/01/2022;19:15:00;CALL. GARCIA MOLINAS, 4;4;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439871,809;4474971,712;N;NULL
2022S001252;21/01/2022;13:08:00;CALL. SAN ANDRES, 33;33;1;CENTRO;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440342,735;4475592,268;N;NULL
2022S001252;21/01/2022;13:08:00;CALL. SAN ANDRES, 33;33;1;CENTRO;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440342,735;4475592,268;N;NULL
2022S001303;21/01/2022;17:20:00;CALL. GRAN VIA, 25;25;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440445,854;4474611,498;N;NULL
2022S001303;21/01/2022;17:20:00;CALL. GRAN VIA, 25;25;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440445,854;4474611,498;N;NULL
2022S001304;21/01/2022;15:15:00;RONDA. ATOCHA, 2;2;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;441076,534;4473194,729;N;NULL
2022S001332;21/01/2022;20:37:00;PASEO. RECOLETOS / CALL. ALMIRANTE;23;1;CENTRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441329,525;4474881,375;N;NULL
2022S001332;21/01/2022;20:37:00;PASEO. RECOLETOS / CALL. ALMIRANTE;23;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441329,525;4474881,375;N;NULL
2022S001357;21/01/2022;23:00:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;439682,339;4475004,442;N;NULL
2022S001357;21/01/2022;23:00:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;439682,339;4475004,442;N;NULL
2022S001360;22/01/2022;0:50:00;RONDA. ATOCHA, 18;18;1;CENTRO;Alcance;Despejado;Furgoneta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440816,685;4473105,924;N;NULL
2022S001360;22/01/2022;0:50:00;RONDA. ATOCHA, 18;18;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440816,685;4473105,924;N;NULL
2022S001360;22/01/2022;0:50:00;RONDA. ATOCHA, 18;18;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440816,685;4473105,924;N;NULL
2022S001393;22/01/2022;11:00:00;CSTAN. SAN ANDRES / CALL. SEGOVIA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;NULL;NULL;439621,348;4473929,33;N;NULL
2022S001393;22/01/2022;11:00:00;CSTAN. SAN ANDRES / CALL. SEGOVIA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439621,348;4473929,33;N;NULL
2022S001393;22/01/2022;11:00:00;CSTAN. SAN ANDRES / CALL. SEGOVIA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;NULL;NULL;439621,348;4473929,33;N;NULL
2022S001393;22/01/2022;11:00:00;CSTAN. SAN ANDRES / CALL. SEGOVIA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;NULL;NULL;439621,348;4473929,33;N;NULL
2022S001431;22/01/2022;21:25:00;CALL. FELIPE III, 1;1;1;CENTRO;Colisión frontal;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440006,684;4474134,059;N;NULL
2022S001431;22/01/2022;21:25:00;CALL. FELIPE III, 1;1;1;CENTRO;Colisión frontal;NULL;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;440006,684;4474134,059;N;NULL
2022S001431;22/01/2022;21:25:00;CALL. FELIPE III, 1;1;1;CENTRO;Colisión frontal;NULL;Turismo;Pasajero;De 25 a 29 años;Mujer;NULL;NULL;440006,684;4474134,059;N;NULL
2022S001431;22/01/2022;21:25:00;CALL. FELIPE III, 1;1;1;CENTRO;Colisión frontal;NULL;Turismo;Pasajero;De 70 a 74 años;Mujer;NULL;NULL;440006,684;4474134,059;N;NULL
2022S001452;23/01/2022;5:30:00;PASEO. PRADO / CALL. GOBERNADOR;28;1;CENTRO;Alcance;Despejado;Todo terreno;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;441184,912;4473700,332;S;NULL
2022S001452;23/01/2022;5:30:00;PASEO. PRADO / CALL. GOBERNADOR;28;1;CENTRO;Alcance;Despejado;VMU eléctrico;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441184,912;4473700,332;N;NULL
2022S001475;23/01/2022;11:00:00;CALL. BAILEN / CSTAN. SAN VICENTE;1;1;CENTRO;Colisión lateral;Se desconoce;Autobús;Conductor;De 55 a 59 años;Hombre;NULL;NULL;439560,314;4474844,081;N;NULL
2022S001475;23/01/2022;11:00:00;CALL. BAILEN / CSTAN. SAN VICENTE;1;1;CENTRO;Colisión lateral;Se desconoce;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;439560,314;4474844,081;N;NULL
2022S001502;23/01/2022;22:30:00;CALL. BARCO / CALL. PUEBLA;41;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440395,525;4474842,733;N;NULL
2022S001502;23/01/2022;22:30:00;CALL. BARCO / CALL. PUEBLA;41;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440395,525;4474842,733;N;NULL
2022S001502;23/01/2022;22:30:00;CALL. BARCO / CALL. PUEBLA;41;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;440395,525;4474842,733;N;NULL
2022S001505;22/01/2022;4:30:00;CALL. HUERTAS / CALL. LEON;1;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440693,176;4473903,116;N;NULL
2022S001505;22/01/2022;4:30:00;CALL. HUERTAS / CALL. LEON;1;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440693,176;4473903,116;N;NULL
2022S001546;24/01/2022;14:30:00;CALL. LIBERTAD / CALL. AUGUSTO FIGUEROA;27;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440840,436;4474799,003;N;NULL
2022S001546;24/01/2022;14:30:00;CALL. LIBERTAD / CALL. AUGUSTO FIGUEROA;27;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440840,436;4474799,003;N;NULL
2022S001565;24/01/2022;17:20:00;CALL. CONVENIO, 19;19;1;CENTRO;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442941,498;4471559,41;N;NULL
2022S001565;24/01/2022;17:20:00;CALL. CONVENIO, 19;19;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;442941,498;4471559,41;N;NULL
2022S001648;26/01/2022;1:10:00;PASEO. REINA CRISTINA / AVDA. CIUDAD DE BARCELONA;5;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441984,813;4473118,301;N;NULL
2022S001648;26/01/2022;1:10:00;PASEO. REINA CRISTINA / AVDA. CIUDAD DE BARCELONA;5;1;CENTRO;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441984,813;4473118,301;N;NULL
2022S001651;26/01/2022;9:54:00;CALL. CARRANZA / CALL. FUENCARRAL;1;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;440416,578;4475605,544;N;NULL
2022S001651;26/01/2022;9:54:00;CALL. CARRANZA / CALL. FUENCARRAL;1;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;440416,578;4475605,544;N;NULL
2022S001658;26/01/2022;11:15:00;ERMIT. VIRGEN DEL PUERTO / GTA. SAN VICENTE;0;1;CENTRO;Colisión lateral;NULL;Autobús;Conductor;De 50 a 54 años;Hombre;NULL;NULL;438895,934;4474600,258;N;NULL
2022S001658;26/01/2022;11:15:00;ERMIT. VIRGEN DEL PUERTO / GTA. SAN VICENTE;0;1;CENTRO;Colisión lateral;NULL;Autobús;Pasajero;Más de 74 años;Hombre;NULL;NULL;438895,934;4474600,258;N;NULL
2022S001658;26/01/2022;11:15:00;ERMIT. VIRGEN DEL PUERTO / GTA. SAN VICENTE;0;1;CENTRO;Colisión lateral;NULL;Furgoneta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;438895,934;4474600,258;N;NULL
